"","date","bat_ID","birthdate","capture.site","sex"
"528",2019-09-04,"vixen",NA,"chorrera","female"
"529",2019-09-04,"cindy",NA,"tole","female"
"530",2019-09-05,"cindy",NA,"tole","female"
"531",2019-09-04,"piper",NA,"chorrera","female"
"532",2019-09-05,"piper",NA,"chorrera","female"
"533",2019-09-04,"tiffany",NA,"lake.bayano","female"
"534",2019-09-05,"tiffany",NA,"lake.bayano","female"
"535",2019-09-05,"fran",NA,"tole","female"
"536",2019-09-06,"fran",NA,"tole","female"
"537",2019-09-05,"rina",NA,"chorrera","female"
"538",2019-09-06,"rina",NA,"chorrera","female"
"539",2019-09-06,"esther",NA,"tole","female"
"540",2019-09-07,"esther",NA,"tole","female"
"541",2019-09-06,"shania",NA,"lake.bayano","female"
"542",2019-09-07,"shania",NA,"lake.bayano","female"
"543",2019-09-06,"zelda",NA,"chorrera","female"
"544",2019-09-07,"zelda",NA,"chorrera","female"
"545",2019-09-07,"hera",NA,"tole","female"
"546",2019-09-08,"hera",NA,"tole","female"
"547",2019-09-07,"queen",NA,"lake.bayano","female"
"548",2019-09-08,"queen",NA,"lake.bayano","female"
"549",2019-09-07,"winona",NA,"chorrera","female"
"550",2019-09-08,"winona",NA,"chorrera","female"
"551",2019-09-08,"alicia",NA,"chorrera","female"
"552",2019-09-09,"alicia",NA,"chorrera","female"
"553",2019-09-08,"gayle",NA,"tole","female"
"554",2019-09-09,"gayle",NA,"tole","female"
"555",2019-09-08,"irma",NA,"lake.bayano","female"
"556",2019-09-09,"irma",NA,"lake.bayano","female"
"557",2019-09-09,"kelly",NA,"lake.bayano","female"
"558",2019-09-10,"kelly",NA,"lake.bayano","female"
"559",2019-09-09,"opal",NA,"chorrera","female"
"560",2019-09-10,"opal",NA,"chorrera","female"
"561",2019-09-10,"betty",NA,"tole","female"
"562",2019-09-11,"betty",NA,"tole","female"
"563",2019-09-10,"jupiter",NA,"lake.bayano","female"
"564",2019-09-11,"jupiter",NA,"lake.bayano","female"
"565",2019-09-10,"vixen",NA,"chorrera","female"
"566",2019-09-11,"vixen",NA,"chorrera","female"
"567",2019-09-11,"cindy",NA,"tole","female"
"568",2019-09-12,"cindy",NA,"tole","female"
"569",2019-09-11,"piper",NA,"chorrera","female"
"570",2019-09-12,"piper",NA,"chorrera","female"
"571",2019-09-11,"tiffany",NA,"lake.bayano","female"
"572",2019-09-12,"tiffany",NA,"lake.bayano","female"
"573",2019-09-12,"fran",NA,"tole","female"
"574",2019-09-13,"fran",NA,"tole","female"
"575",2019-09-12,"rina",NA,"chorrera","female"
"576",2019-09-13,"rina",NA,"chorrera","female"
"577",2019-09-13,"esther",NA,"tole","female"
"578",2019-09-14,"esther",NA,"tole","female"
"579",2019-09-13,"shania",NA,"lake.bayano","female"
"580",2019-09-14,"shania",NA,"lake.bayano","female"
"581",2019-09-14,"hera",NA,"tole","female"
"582",2019-09-15,"hera",NA,"tole","female"
"583",2019-09-14,"queen",NA,"lake.bayano","female"
"584",2019-09-15,"queen",NA,"lake.bayano","female"
"585",2019-09-14,"winona",NA,"chorrera","female"
"586",2019-09-15,"winona",NA,"chorrera","female"
"587",2019-09-15,"alicia",NA,"chorrera","female"
"588",2019-09-16,"alicia",NA,"chorrera","female"
"589",2019-09-15,"gayle",NA,"tole","female"
"590",2019-09-16,"gayle",NA,"tole","female"
"591",2019-09-15,"irma",NA,"lake.bayano","female"
"592",2019-09-16,"irma",NA,"lake.bayano","female"
"593",2019-09-16,"kelly",NA,"lake.bayano","female"
"594",2019-09-17,"kelly",NA,"lake.bayano","female"
"595",2019-09-16,"opal",NA,"chorrera","female"
"596",2019-09-17,"opal",NA,"chorrera","female"
"597",2019-09-17,"betty",NA,"tole","female"
"598",2019-09-18,"betty",NA,"tole","female"
"599",2019-09-17,"jupiter",NA,"lake.bayano","female"
"600",2019-09-18,"jupiter",NA,"lake.bayano","female"
"601",2019-09-17,"vixen",NA,"chorrera","female"
"602",2019-09-18,"vixen",NA,"chorrera","female"
"603",2019-09-18,"cindy",NA,"tole","female"
"604",2019-09-19,"cindy",NA,"tole","female"
"605",2019-09-18,"piper",NA,"chorrera","female"
"606",2019-09-19,"piper",NA,"chorrera","female"
"607",2019-09-18,"tiffany",NA,"lake.bayano","female"
"608",2019-09-19,"tiffany",NA,"lake.bayano","female"
"609",2019-09-19,"fran",NA,"tole","female"
"610",2019-09-20,"fran",NA,"tole","female"
"611",2019-09-19,"rina",NA,"chorrera","female"
"612",2019-09-20,"rina",NA,"chorrera","female"
"613",2019-09-19,"scs",NA,"tole","female"
"614",2019-09-20,"scs",NA,"tole","female"
"615",2019-09-20,"esther",NA,"tole","female"
"616",2019-09-21,"esther",NA,"tole","female"
"617",2019-09-20,"shania",NA,"lake.bayano","female"
"618",2019-09-21,"shania",NA,"lake.bayano","female"
"619",2019-09-21,"hera",NA,"tole","female"
"620",2019-09-22,"hera",NA,"tole","female"
"621",2019-09-21,"queen",NA,"lake.bayano","female"
"622",2019-09-22,"queen",NA,"lake.bayano","female"
"623",2019-09-21,"winona",NA,"chorrera","female"
"624",2019-09-22,"winona",NA,"chorrera","female"
"625",2019-09-22,"alicia",NA,"chorrera","female"
"626",2019-09-23,"alicia",NA,"chorrera","female"
"627",2019-09-22,"gayle",NA,"tole","female"
"628",2019-09-23,"gayle",NA,"tole","female"
"629",2019-09-22,"irma",NA,"lake.bayano","female"
"630",2019-09-23,"irma",NA,"lake.bayano","female"
"631",2019-09-23,"kelly",NA,"lake.bayano","female"
"632",2019-09-24,"kelly",NA,"lake.bayano","female"
"633",2019-09-23,"opal",NA,"chorrera","female"
"634",2019-09-24,"opal",NA,"chorrera","female"
"635",2019-09-24,"betty",NA,"tole","female"
"636",2019-09-25,"betty",NA,"tole","female"
"637",2019-09-24,"jupiter",NA,"lake.bayano","female"
"638",2019-09-25,"jupiter",NA,"lake.bayano","female"
"639",2019-09-24,"vixen",NA,"chorrera","female"
"640",2019-09-25,"vixen",NA,"chorrera","female"
"641",2019-09-25,"cindy",NA,"tole","female"
"642",2019-09-26,"cindy",NA,"tole","female"
"643",2019-09-25,"piper",NA,"chorrera","female"
"644",2019-09-26,"piper",NA,"chorrera","female"
"645",2019-09-25,"tiffany",NA,"lake.bayano","female"
"646",2019-09-26,"tiffany",NA,"lake.bayano","female"
"647",2019-09-26,"fran",NA,"tole","female"
"648",2019-09-27,"fran",NA,"tole","female"
"649",2019-09-26,"rina",NA,"chorrera","female"
"650",2019-09-27,"rina",NA,"chorrera","female"
"651",2019-09-26,"scs",NA,"tole","female"
"652",2019-09-27,"scs",NA,"tole","female"
"653",2019-09-28,"esther",NA,"tole","female"
"654",2019-09-27,"shania",NA,"lake.bayano","female"
"655",2019-09-28,"shania",NA,"lake.bayano","female"
"656",2019-09-28,"hera",NA,"tole","female"
"657",2019-09-29,"hera",NA,"tole","female"
"658",2019-09-28,"queen",NA,"lake.bayano","female"
"659",2019-09-29,"queen",NA,"lake.bayano","female"
"660",2019-09-28,"winona",NA,"chorrera","female"
"661",2019-09-29,"winona",NA,"chorrera","female"
"662",2019-09-29,"alicia",NA,"chorrera","female"
"663",2019-09-30,"alicia",NA,"chorrera","female"
"664",2019-09-29,"gayle",NA,"tole","female"
"665",2019-09-30,"gayle",NA,"tole","female"
"666",2019-09-29,"irma",NA,"lake.bayano","female"
"667",2019-09-30,"irma",NA,"lake.bayano","female"
"668",2019-09-30,"kelly",NA,"lake.bayano","female"
"669",2019-10-01,"kelly",NA,"lake.bayano","female"
"670",2019-09-30,"opal",NA,"chorrera","female"
"671",2019-10-01,"opal",NA,"chorrera","female"
"672",2019-10-01,"betty",NA,"tole","female"
"673",2019-10-02,"betty",NA,"tole","female"
"674",2019-10-01,"jupiter",NA,"lake.bayano","female"
"675",2019-10-02,"jupiter",NA,"lake.bayano","female"
"676",2019-10-01,"vixen",NA,"chorrera","female"
"677",2019-10-02,"vixen",NA,"chorrera","female"
"678",2019-10-02,"cindy",NA,"tole","female"
"679",2019-10-03,"cindy",NA,"tole","female"
"680",2019-10-02,"piper",NA,"chorrera","female"
"681",2019-10-03,"piper",NA,"chorrera","female"
"682",2019-10-03,"fran",NA,"tole","female"
"683",2019-10-04,"fran",NA,"tole","female"
"684",2019-10-03,"rina",NA,"chorrera","female"
"685",2019-10-04,"rina",NA,"chorrera","female"
"686",2019-10-03,"scs",NA,"tole","female"
"687",2019-10-04,"scs",NA,"tole","female"
"688",2019-10-04,"esther",NA,"tole","female"
"689",2019-10-05,"esther",NA,"tole","female"
"690",2019-10-04,"shania",NA,"lake.bayano","female"
"691",2019-10-05,"shania",NA,"lake.bayano","female"
"692",2019-10-05,"hera",NA,"tole","female"
"693",2019-10-06,"hera",NA,"tole","female"
"694",2019-10-05,"queen",NA,"lake.bayano","female"
"695",2019-10-06,"queen",NA,"lake.bayano","female"
"696",2019-10-05,"winona",NA,"chorrera","female"
"697",2019-10-06,"winona",NA,"chorrera","female"
"698",2019-10-06,"alicia",NA,"chorrera","female"
"699",2019-10-07,"alicia",NA,"chorrera","female"
"700",2019-10-06,"gayle",NA,"tole","female"
"701",2019-10-07,"gayle",NA,"tole","female"
"702",2019-10-06,"irma",NA,"lake.bayano","female"
"703",2019-10-07,"irma",NA,"lake.bayano","female"
"704",2019-10-07,"kelly",NA,"lake.bayano","female"
"705",2019-10-08,"kelly",NA,"lake.bayano","female"
"706",2019-10-07,"opal",NA,"chorrera","female"
"707",2019-10-08,"opal",NA,"chorrera","female"
"708",2019-10-08,"betty",NA,"tole","female"
"709",2019-10-09,"betty",NA,"tole","female"
"710",2019-10-08,"jupiter",NA,"lake.bayano","female"
"711",2019-10-09,"jupiter",NA,"lake.bayano","female"
"712",2019-10-08,"vixen",NA,"chorrera","female"
"713",2019-10-09,"vixen",NA,"chorrera","female"
"714",2019-10-09,"cindy",NA,"tole","female"
"715",2019-10-10,"cindy",NA,"tole","female"
"716",2019-10-09,"piper",NA,"chorrera","female"
"717",2019-10-10,"piper",NA,"chorrera","female"
"718",2019-10-09,"tiffany",NA,"lake.bayano","female"
"719",2019-10-10,"tiffany",NA,"lake.bayano","female"
"720",2019-10-10,"scs",NA,"tole","female"
"721",2019-10-11,"scs",NA,"tole","female"
"722",2019-10-10,"fran",NA,"tole","female"
"723",2019-10-11,"fran",NA,"tole","female"
"724",2019-10-10,"rina",NA,"chorrera","female"
"725",2019-10-11,"rina",NA,"chorrera","female"
"726",2019-10-11,"esther",NA,"tole","female"
"727",2019-10-12,"esther",NA,"tole","female"
"728",2019-10-11,"shania",NA,"lake.bayano","female"
"729",2019-10-12,"shania",NA,"lake.bayano","female"
"730",2019-10-12,"hera",NA,"tole","female"
"731",2019-10-13,"hera",NA,"tole","female"
"732",2019-10-12,"queen",NA,"lake.bayano","female"
"733",2019-10-13,"queen",NA,"lake.bayano","female"
"734",2019-10-13,"alicia",NA,"chorrera","female"
"735",2019-10-14,"alicia",NA,"chorrera","female"
"736",2019-10-16,"alicia",NA,"chorrera","female"
"737",2019-10-13,"gayle",NA,"tole","female"
"738",2019-10-14,"gayle",NA,"tole","female"
"739",2019-10-16,"gayle",NA,"tole","female"
"740",2019-10-13,"irma",NA,"lake.bayano","female"
"741",2019-10-14,"irma",NA,"lake.bayano","female"
"742",2019-07-06,"kelly",NA,"lake.bayano","female"
"743",2019-07-07,"mabel",NA,"tole","female"
"744",2019-07-06,"opal",NA,"chorrera","female"
"745",2019-07-07,"d",NA,"tole","female"
"746",2019-07-07,"betty",NA,"tole","female"
"747",2019-07-08,"betty",NA,"tole","female"
"748",2019-07-08,"toast",NA,"tole","female"
"749",2019-07-09,"cindy",NA,"tole","female"
"750",2019-07-10,"fran",NA,"tole","female"
"751",2019-07-09,"lilith",NA,"lake.bayano","female"
"752",2019-07-09,"rina",NA,"chorrera","female"
"753",2019-07-10,"shania",NA,"lake.bayano","female"
"754",2019-07-10,"zelda",NA,"chorrera","female"
"755",2019-07-11,"queen",NA,"lake.bayano","female"
"756",2019-07-12,"queen",NA,"lake.bayano","female"
"757",2019-07-12,"scs",NA,"tole","female"
"758",2019-07-13,"scs",NA,"tole","female"
"759",2019-07-13,"kelly",NA,"lake.bayano","female"
"760",2019-07-14,"mabel",NA,"tole","female"
"761",2019-07-13,"opal",NA,"chorrera","female"
"762",2019-07-22,"scs",NA,"tole","female"
"763",2019-07-23,"scs",NA,"tole","female"
"764",2019-07-24,"rina",NA,"chorrera","female"
"765",2019-07-27,"queen",NA,"lake.bayano","female"
"766",2019-07-29,"d",NA,"tole","female"
"767",2019-07-30,"d",NA,"tole","female"
"768",2019-07-29,"vixen",NA,"chorrera","female"
"769",2019-07-30,"cindy",NA,"tole","female"
"770",2019-07-31,"fran",NA,"tole","female"
"771",2019-08-02,"shania",NA,"lake.bayano","female"
"772",2019-08-03,"queen",NA,"lake.bayano","female"
"773",2019-08-02,"winona",NA,"chorrera","female"
"774",2019-08-04,"kelly",NA,"lake.bayano","female"
"775",2019-08-05,"kelly",NA,"lake.bayano","female"
"776",2019-08-05,"hera",NA,"tole","female"
"777",2019-08-06,"hera",NA,"tole","female"
"778",2019-08-05,"vixen",NA,"chorrera","female"
"779",2019-08-06,"piper",NA,"chorrera","female"
"780",2019-08-07,"piper",NA,"chorrera","female"
"781",2019-08-08,"mabel",NA,"tole","female"
"782",2019-08-09,"d",NA,"tole","female"
"783",2019-08-10,"zelda",NA,"chorrera","female"
"784",2019-08-11,"kelly",NA,"lake.bayano","female"
